"UNIQUE_ID","work_description","WORK_CONDITION","activity_sector","job_category","Employer_type","job_dep","TERMS_OF_EMP","pay","Employee_count","working_hours"
78640,"383a","C","CI","O","ct_9","78","CDI",52931,"tr_6",2200
78642,"463c","P","GZ","O","ct_9","13","CDI",16868,"tr_2",1143
78655,"526a","C","QA","O","ct_8","92","CDI",21207,"tr_6",1671
78658,"431f","P","PZ","O","ct_8","92","CDI",10642,"tr_4",929
78659,"636d","C","IZ","O","ct_9","38","CDD",10812,"tr_0",1014
78666,"462b","P","GZ","O","ct_6","75","CDI",10257,"tr_2",536
78671,"461f","C","HZ","O","ct_9","92","CDI",36795,"tr_5",1923
78673,"477a","C","CL","O","ct_9","78","CDI",41066,"tr_6",1820
78683,"461d","C","HZ","O","ct_9","92","CDI",24719,"tr_6",1820
78686,"525d","P","QB","O","ct_3","78","CDI",13103,"tr_5",1365
78689,"534a","C","MA","O","ct_9","75","CDI",44832,"tr_3",2200
78696,"526a","C","QB","O","ct_8","78","CDI",22966,"tr_6",1847
78697,"344d","P","GZ","O","ct_6","78","CDI",24151,"tr_1",1199
78709,"656b","P","HZ","O","ct_9","78","CDI",8236,"tr_1",1182
78711,"523c","C","OZ","O","ct_2","78","AUT",25069,"tr_6",1839
78719,"461e","C","MA","O","ct_9","92","CDI",38303,"tr_4",1820
78729,"675b","C","QB","X","ct_8","78","CDI",9294,"tr_4",1820
78740,"387a","C","DZ","O","ct_9","93","CDI",50897,"tr_5",1764
78741,"461b","C","CE","O","ct_9","92","CDI",29891,"tr_0",1581
78742,"333d","C","JB","O","ct_9","92","CDI",40345,"tr_6",1997
78743,"525d","C","QA","O","ct_3","78","AUT",19062,"tr_6",1764
78746,"621c","C","FZ","O","ct_9","78","CDI",42801,"tr_1",1522
78753,"477a","C","CH","O","ct_9","75","CDI",25741,"tr_5",1820
78755,"543g","C","QB","O","ct_8","78","CDI",34856,"tr_3",1462
78776,"461d","C","CF","O","ct_9","92","CDI",25857,"tr_6",1819
78778,"382b","C","MA","O","ct_6","75","CDI",37694,"tr_0",2028
78779,"526a","C","QB","O","ct_8","78","CDI",18031,"tr_4",1820
78787,"488a","C","IZ","O","ct_9","78","CDI",10341,"tr_1",649
78789,"434a","C","QB","O","ct_8","78","CDI",48434,"tr_3",1820
78792,"380a","C","CL","O","ct_9","78","CDI",73413,"tr_5",1743
78794,"384b","C","NZ","O","ct_9","13","CDI",53996,"tr_6",2200
78796,"372a","C","MA","O","ct_9","75","CDI",60826,"tr_6",2310
78797,"472d","C","OZ","O","ct_2","92","CDD",14418,"tr_6",1820
78803,"473a","C","MC","O","ct_9","78","CDI",32262,"tr_6",1757
78809,"478b","C","JC","O","ct_9","92","CDI",25041,"tr_5",1779
78812,"478a","C","MC","O","ct_9","92","CDI",24543,"tr_1",1760
78815,"431f","C","QA","O","ct_9","92","CDI",40781,"tr_6",2054
78817,"478a","C","MA","O","ct_9","92","CDI",32982,"tr_6",1710
78823,"352a","P","JA","O","ct_9","75","CDI",31299,"tr_2",1456
78827,"344d","C","GZ","O","ct_9","78","CDI",39842,"tr_1",1816
78828,"473b","C","CI","A","ct_9","76","APP",18559,"tr_6",1365
78830,"451a","C","HZ","O","ct_9","78","CDI",22388,"tr_6",1820
78832,"552a","C","GZ","O","ct_9","75","CDI",5770,"tr_2",621
78835,"472d","C","OZ","O","ct_2","78","CDD",23415,"tr_6",1871
78841,"383a","C","CI","O","ct_9","78","CDI",29207,"tr_6",2001
78846,"621a","C","FZ","O","ct_9","92","CDI",32588,"tr_4",1737
78847,"388a","C","CI","O","ct_9","92","CDI",51577,"tr_5",1785
78848,"562b","C","SZ","A","ct_9","78","APP",13207,"tr_1",1916
78857,"352a","F","JA","O","ct_9","78","AUT",10558,"tr_2",482
78858,"472c","C","MA","O","ct_9","91","CDI",16133,"tr_3",1849
78862,"387a","P","CK","O","ct_9","95","CDI",27418,"tr_5",1145
78872,"526a","C","QA","O","ct_8","78","CDI",21978,"tr_3",1854
78887,"433a","P","QA","O","ct_9","78","CDI",24579,"tr_5",1443
78890,"526e","C","PZ","O","ct_9","78","CDI",12252,"tr_1",1799
78892,"554a","P","CA","O","ct_6","78","CDI",13896,"tr_1",1549
78894,"525a","P","PZ","O","ct_8","78","CDI",2701,"tr_3",348
78895,"526b","C","QA","O","ct_6","75","CDI",15246,"tr_1",151
78904,"387f","C","MA","O","ct_9","75","CDI",36477,"tr_1",2028
78906,"673c","C","CK","O","ct_9","95","CDI",26358,"tr_6",1865
78908,"463d","C","MA","O","ct_9","92","CDI",51900,"tr_6",NA
78910,"543e","C","GZ","O","ct_9","78","CDI",15772,"tr_5",670
78912,"551a","C","GZ","O","ct_9","92","CDI",25229,"tr_3",1818
78916,"542a","C","FZ","O","ct_9","78","CDI",24731,"tr_5",1596
78923,"386b","C","MA","O","ct_9","75","CDI",27181,"tr_5",1820
78924,"543c","P","MA","O","ct_6","78","CDI",2374,"tr_1",391
78929,"387f","C","NZ","O","ct_9","92","CDI",45641,"tr_4",2108
78933,"384a","C","CL","O","ct_9","61","CDI",42665,"tr_6",1795
78941,"526d","C","QB","O","ct_8","78","CDI",23873,"tr_5",2104
78944,"461d","C","MC","O","ct_9","78","CDI",22080,"tr_6",1757
78948,"373c","C","NZ","O","ct_9","92","CDI",55684,"tr_6",1820
78950,"523c","C","OZ","O","ct_2","78","CDD",18669,"tr_6",1845
78954,"388a","C","CI","O","ct_9","91","CDI",62869,"tr_6",1910
78958,"525d","C","IZ","O","ct_9","78","CDI",16524,"tr_5",1813
78960,"526b","P","QA","O","ct_6","75","CDI",6309,"tr_1",599
78969,"563c","C","TZ","O","ct_7","78","CDI",4363,"tr_1",213
78970,"421a","C","PZ","O","ct_8","92","CDI",14844,"tr_3",1668
78971,"534a","C","NZ","O","ct_6","94","CDI",19592,"tr_6",1886
78977,"628b","C","CM","O","ct_9","95","CDI",16041,"tr_4",1825
78980,"388b","C","JC","O","ct_9","78","CDI",36331,"tr_4",1820
78982,"461d","C","NZ","O","ct_9","78","CDI",33734,"tr_1",1819
78986,"461b","C","SZ","O","ct_6","78","CDI",15680,"tr_4",1820
78989,"388e","C","CI","O","ct_9","91","CDI",55487,"tr_6",2200
78992,"543g","C","NZ","O","ct_9","78","CDI",20401,"tr_2",1872
78996,"373c","C","NZ","O","ct_9","75","CDI",43278,"tr_3",1299
79000,"545b","P","KZ","O","ct_9","75","CDI",27175,"tr_2",1426
79001,"563b","P","QB","O","ct_8","78","CDD",11802,"tr_3",2804
79005,"452b","C","OZ","O","ct_1","78","AUT",23815,"tr_6",1824
79007,"388a","C","CL","O","ct_9","78","CDI",61309,"tr_6",2183
79008,"462c","C","CL","O","ct_9","78","CDI",34826,"tr_6",1854
79018,"466c","C","HZ","O","ct_9","78","CDI",20283,"tr_0",365
79020,"561d","P","IZ","O","ct_6","75","CDI",10446,"tr_1",654
79021,"465b","C","JC","O","ct_9","78","CDI",33214,"tr_4",1820
79024,"388a","C","JC","O","ct_9","92","CDI",53609,"tr_6",3000
79025,"526a","C","QB","O","ct_8","78","CDI",18754,"tr_5",1906
79038,"543b","C","MA","O","ct_9","75","CDD",4056,"tr_1",151
79043,"424a","P","SZ","O","ct_8","78","CDI",6316,"tr_1",304
79046,"523b","C","OZ","O","ct_1","92","AUT",26158,"tr_6",1820
79054,"387b","C","HZ","O","ct_9","92","CDI",57272,"tr_5",2200
79057,"521a","C","HZ","O","ct_9","78","CDI",22032,"tr_6",1820
79061,"676c","C","GZ","O","ct_9","78","CDI",16982,"tr_4",1826
79064,"526a","C","QB","O","ct_8","78","CDI",17224,"tr_4",1820
79068,"388a","C","JC","O","ct_9","94","CDI",46655,"tr_6",1828
79069,"342g","C","MB","O","ct_8","75","CDI",30250,"tr_6",1820
79071,"376e","P","KZ","O","ct_9","92","CDI",40490,"tr_6",1456
79080,"479b","C","GZ","O","ct_9","92","CDI",65574,"tr_5",3000
79084,"373b","P","KZ","O","ct_9","75","CDI",42925,"tr_6",1354
79086,"383a","P","CL","O","ct_9","95","CDI",38761,"tr_6",1525
79090,"543h","C","EZ","O","ct_9","78","CDI",25896,"tr_4",1820
79092,"341a","C","PZ","O","ct_1","78","AUT",27512,"tr_4",1830
79101,"380a","C","GZ","O","ct_9","78","CDI",51662,"tr_3",1820
79113,"641b","C","HZ","O","ct_9","78","CDI",28242,"tr_5",1626
79117,"384a","C","CL","O","ct_9","92","CDI",36031,"tr_6",1823
79124,"684a","P","NZ","O","ct_9","78","CDI",12028,"tr_6",1541
79128,"388a","C","MB","O","ct_9","91","CDI",35710,"tr_6",1821
79139,"431f","C","MC","O","ct_9","78","CDI",20434,"tr_2",1820
79147,"461f","C","HZ","O","ct_5","78","AUT",24793,"tr_5",1867
79166,"473b","C","MA","O","ct_9","92","CDI",23728,"tr_5",1958
79169,"524b","C","OZ","O","ct_1","75","AUT",23337,"tr_6",1820
79170,"623g","C","CH","O","ct_9","78","CDI",1852,"tr_3",160
79173,"333f","C","QA","O","ct_3","78","CDI",24770,"tr_6",1820
79183,"534a","C","NZ","O","ct_9","91","CDI",18159,"tr_5",1782
79189,"474c","C","CL","O","ct_9","78","CDI",31998,"tr_6",1748
79196,"421b","C","PZ","O","ct_8","78","CDI",33376,"tr_4",1820
79202,"388e","C","JB","O","ct_9","92","CDI",85885,"tr_5",2200
79206,"554g","P","GZ","O","ct_6","91","CDI",4723,"tr_1",338
79211,"434d","C","QB","O","ct_8","92","CDI",21695,"tr_3",1608
79212,"474c","C","CL","O","ct_9","78","CDI",32380,"tr_6",1992
79221,"373c","C","GZ","O","ct_9","92","CDI",50147,"tr_4",2200
79226,"684b","P","EZ","O","ct_9","78","CDI",11190,"tr_4",1135
79229,"684a","C","NZ","O","ct_9","92","CDI",13858,"tr_6",1245
79230,"641a","C","HZ","O","ct_9","84","CDI",25690,"tr_5",2489
79231,"625c","C","CG","O","ct_9","92","CDI",18422,"tr_6",1841
79237,"462e","C","LZ","O","ct_9","78","CDI",20156,"tr_1",1820
79246,"421b","P","PZ","O","ct_8","78","CDI",25359,"tr_2",1823
79253,"676a","C","GZ","O","ct_9","78","CDI",18948,"tr_6",1276
79254,"468a","Y","IZ","O","ct_9","92","TOA",28354,"tr_5",1117
79260,"332b","C","OZ","O","ct_2","78","AUT",48983,"tr_6",1820
79266,"451h","C","QA","O","ct_3","78","CDI",17050,"tr_6",1820
79271,"478b","C","JC","X","ct_9","93","AUT",11490,"tr_5",1060
79273,"461f","C","MC","O","ct_9","92","CDI",38003,"tr_6",1820
79281,"542a","C","QA","O","ct_9","78","CDI",24191,"tr_1",1820
79285,"524b","C","QB","O","ct_1","78","AUT",25953,"tr_2",2040
79289,"424a","P","RZ","O","ct_8","78","CDI",19747,"tr_3",1502
79290,"353c","F","JA","O","ct_9","75","TOA",44054,"tr_1",1327
79294,"388a","C","JA","O","ct_9","75","CDI",97534,"tr_6",2200
79297,"373b","C","KZ","O","ct_9","78","CDI",31322,"tr_6",1821
79299,"621f","C","OZ","O","ct_2","78","AUT",19221,"tr_6",1820
79303,"478a","C","FZ","O","ct_9","94","CDI",19392,"tr_3",1631
79307,"388a","C","MA","O","ct_9","78","CDI",28676,"tr_5",1926
79320,"461c","C","KZ","O","ct_9","92","CDI",26851,"tr_4",1820
79323,"683a","C","CA","A","ct_9","27","APP",10862,"tr_1",1460
79324,"372d","P","PZ","O","ct_8","78","CDI",45199,"tr_3",2211
79326,"376c","C","KZ","O","ct_9","75","CDD",19174,"tr_5",NA
79330,"463b","C","DZ","O","ct_9","92","CDI",20173,"tr_5",1820
79336,"483a","C","MA","O","ct_5","78","CDI",25629,"tr_6",1820
79337,"374d","C","GZ","O","ct_9","92","CDI",41101,"tr_3",1820
79341,"387b","C","GZ","O","ct_9","78","CDI",27868,"tr_3",1864
79346,"374c","C","JA","O","ct_9","92","CDI",50436,"tr_6",1773
79352,"388c","C","CF","O","ct_9","92","CDI",52532,"tr_6",2081
79354,"467a","C","KZ","O","ct_9","95","CDI",27166,"tr_6",1786
79358,"461c","C","NZ","O","ct_9","92","TTP",34766,"tr_1",455
79360,"526a","C","QA","O","ct_8","78","CDI",23611,"tr_6",1879
79362,"461c","C","MA","O","ct_9","78","CDI",32266,"tr_1",2028
79363,"344b","P","QB","O","ct_6","95","CDI",57828,"tr_4",1819
79365,"487b","C","RZ","O","ct_8","78","CDI",20997,"tr_3",1820
79366,"628b","C","JA","O","ct_1","75","CDI",52786,"tr_6",1852
79367,"554c","C","GZ","O","ct_9","95","CDI",26038,"tr_5",2000
79368,"524c","P","OZ","X","ct_2","78","AUT",4841,"tr_6",679
79372,"374a","C","GZ","O","ct_9","78","CDI",35174,"tr_1",2167
79377,"472c","C","FZ","O","ct_9","78","CDI",28932,"tr_3",2024
79380,"375b","C","MC","O","ct_6","75","CDI",57915,"tr_6",2200
79387,"424a","P","RZ","O","ct_8","78","CDI",21953,"tr_1",659
79390,"477c","C","CM","O","ct_6","75","CDI",21313,"tr_2",1672
79394,"372a","C","KZ","O","ct_9","75","CDI",53767,"tr_6",2473
79398,"474c","C","CL","O","ct_9","78","CDI",28027,"tr_6",1827
79401,"564b","C","GZ","X","ct_9","75","CDD",7770,"tr_3",931
79403,"388b","C","MB","O","ct_9","92","CDI",52390,"tr_5",1820
79405,"478b","C","CI","O","ct_9","78","CDI",24379,"tr_5",1820
79406,"543g","C","CL","O","ct_9","78","CDI",20721,"tr_6",1827
79407,"543b","C","MA","O","ct_9","78","CDI",29628,"tr_1",1820
79408,"468b","C","QB","O","ct_9","92","CDI",28223,"tr_4",1820
79414,"388b","C","OZ","O","ct_8","78","CDI",30282,"tr_6",1848
79415,"543f","C","MA","O","ct_9","95","CDI",27796,"tr_2",1950
79416,"673c","C","FZ","O","ct_9","95","CDI",2020,"tr_2",244
79423,"534a","C","NZ","O","ct_9","75","CDI",24667,"tr_6",2079
79427,"374b","C","KZ","O","ct_9","92","CDI",39301,"tr_5",1784
79444,"435b","C","RZ","O","ct_8","78","CDI",8536,"tr_5",1814
79446,"432d","C","QB","O","ct_3","78","CDI",9290,"tr_5",1053
79453,"632a","C","FZ","O","ct_9","78","CDI",52558,"tr_1",2200
79456,"473c","C","CI","O","ct_9","78","CDI",22492,"tr_2",1876
79457,"525d","C","QB","O","ct_8","78","CDI",15768,"tr_3",1823
79460,"626b","C","CH","O","ct_9","78","CDI",33169,"tr_6",2075
79461,"388a","C","CL","O","ct_9","78","CDI",73264,"tr_6",2183
79478,"526d","C","QA","O","ct_8","78","CDI",17864,"tr_3",1774
79482,"621e","C","EZ","O","ct_9","78","CDI",23473,"tr_3",1820
79486,"684a","C","NZ","O","ct_9","78","CDI",12407,"tr_6",1525
79489,"376c","C","KZ","O","ct_9","75","CDD",27830,"tr_6",1902
79500,"461f","C","GZ","O","ct_9","78","CDI",39827,"tr_6",2058
79504,"526a","C","QB","O","ct_8","78","CDI",26966,"tr_4",2611
79505,"477b","C","CL","O","ct_9","95","CDI",28867,"tr_6",1963
79507,"623a","P","CK","O","ct_9","78","CDI",9683,"tr_3",864
79509,"563b","P","QB","O","ct_9","78","CDI",2979,"tr_1",308
79516,"344d","C","CF","O","ct_9","92","CDI",51329,"tr_6",2686
79523,"388a","C","JA","O","ct_9","75","CDI",45368,"tr_3",1819
79528,"376a","P","KZ","O","ct_9","92","CDI",35562,"tr_6",1441
79530,"523d","C","QA","O","ct_3","93","AUT",19214,"tr_6",1820
79538,"423b","C","CM","O","ct_9","78","CDI",33433,"tr_2",1957
79543,"632a","P","FZ","O","ct_9","78","CDI",4657,"tr_1",409
79553,"461f","P","MA","O","ct_9","92","CDI",24347,"tr_2",1759
79555,"561e","P","QB","O","ct_9","78","CDI",15464,"tr_4",1575
79562,"344d","C","GZ","O","ct_9","75","CDI",26728,"tr_4",1820
79565,"431f","P","QB","O","ct_8","78","CDI",32302,"tr_5",2206
79572,"543f","C","GZ","O","ct_9","92","CDI",29437,"tr_5",1820
79575,"333c","C","HZ","O","ct_9","78","CDI",2550,"tr_6",125
79576,"477d","C","EZ","O","ct_9","78","CDI",43932,"tr_5",1820
79578,"542a","C","CE","O","ct_9","78","CDI",21600,"tr_3",1425
79584,"634d","C","GZ","O","ct_9","78","CDI",12728,"tr_1",1820
79589,"387c","C","CH","A","ct_9","92","APP",17102,"tr_6",1579
79596,"676a","C","CL","O","ct_9","95","CDI",26375,"tr_6",1917
79602,"388a","C","JC","O","ct_9","92","CDI",35760,"tr_6",1407
79603,"373c","C","NZ","O","ct_9","93","CDI",32738,"tr_2",2028
79618,"563c","C","TZ","O","ct_7","75","CDI",14895,"tr_1",1205
79621,"561c","P","IZ","O","ct_9","78","CDI",7481,"tr_2",763
79624,"374d","C","MA","O","ct_9","75","CDI",52523,"tr_1",3000
79627,"375a","C","MC","O","ct_9","92","CDI",32400,"tr_1",1834
79629,"543f","C","CG","O","ct_9","78","CDI",38946,"tr_2",1829
79633,"636d","C","IZ","O","ct_9","78","CDI",59576,"tr_3",2500
79636,"424a","C","RZ","O","ct_8","78","CDI",13094,"tr_1",1820
79637,"352a","C","JA","X","ct_9","75","CDD",10814,"tr_0",NA
79643,"525b","P","PZ","X","ct_1","78","AUT",6227,"tr_4",260
79650,"525d","C","QA","O","ct_9","92","CDI",10723,"tr_4",1503
79652,"554b","P","GZ","O","ct_9","78","CDI",8005,"tr_6",495
79654,"372b","C","KZ","O","ct_9","92","CDI",39837,"tr_6",1873
79660,"525d","C","QB","O","ct_8","78","CDI",18085,"tr_3",1835
79662,"451a","C","HZ","O","ct_9","92","CDI",20880,"tr_1",1820
79667,"553c","C","GZ","O","ct_9","92","CDI",14023,"tr_3",1654
79668,"344b","P","QB","O","ct_8","28","CDI",50345,"tr_4",1487
79670,"462b","C","GZ","O","ct_9","78","CDI",51768,"tr_2",2623
79672,"386d","C","DZ","O","ct_9","92","CDI",70464,"tr_5",2740
79678,"684a","C","NZ","O","ct_9","93","CDI",22594,"tr_2",1560
79684,"632a","C","FZ","O","ct_9","78","CDI",21060,"tr_1",1820
79688,"556a","C","GZ","O","ct_9","92","CDI",31576,"tr_5",1750
79691,"462a","C","GZ","O","ct_9","78","CDI",31612,"tr_1",1947
79696,"676e","C","NZ","O","ct_9","78","TTP",23929,"tr_1",1985
79697,"671c","C","FZ","O","ct_9","93","CDI",14105,"tr_3",1840
79702,"477d","C","JA","A","ct_9","91","APP",15481,"tr_2",1965
79703,"333c","C","HZ","O","ct_9","78","CDI",26201,"tr_6",1820
79704,"373d","C","JB","O","ct_9","94","CDI",41555,"tr_6",1820
79707,"372a","C","MC","O","ct_9","75","CDI",56195,"tr_3",2200
79709,"372c","C","MA","O","ct_9","93","CDI",56635,"tr_6",2200
79711,"534a","C","NZ","O","ct_9","78","CDI",22845,"tr_5",1819
79714,"388a","C","JC","O","ct_9","92","CDI",41209,"tr_6",2097
79722,"351a","C","JA","O","ct_8","75","CDI",33270,"tr_5",1849
79727,"562a","C","SZ","A","ct_6","75","CDI",1652,"tr_1",295
79728,"461f","C","NZ","O","ct_9","75","CDI",29184,"tr_6",1783
79732,"461e","C","MA","O","ct_9","78","CDI",24952,"tr_1",1805
79735,"332b","P","QA","O","ct_3","78","CDI",12312,"tr_6",619
79741,"526b","C","CA","A","ct_9","78","APP",7707,"tr_3",1249
79744,"563a","C","TZ","O","ct_7","78","CDI",3051,"tr_0",521
79750,"546c","C","HZ","O","ct_9","93","CDI",18852,"tr_5",1411
79762,"472c","C","FZ","O","ct_9","92","CDI",21907,"tr_3",1705
79763,"383a","C","MA","O","ct_9","78","CDI",22702,"tr_6",1456
79766,"461b","P","JA","O","ct_9","78","CDI",23409,"tr_6",1340
79768,"376e","C","KZ","O","ct_9","91","CDI",55374,"tr_2",2027
79770,"373c","C","MC","O","ct_9","75","CDI",55637,"tr_5",2200
79775,"461c","C","MA","O","ct_9","78","CDI",25937,"tr_6",1931
79778,"344d","P","GZ","O","ct_9","92","CDI",48497,"tr_5",1615
79779,"479b","C","MA","O","ct_9","78","CDI",21232,"tr_6",1934
79782,"386e","C","CM","O","ct_9","75","CDI",57515,"tr_5",2200
79786,"451a","C","HZ","O","ct_9","78","CDI",23554,"tr_6",1820
79794,"371a","C","KZ","O","ct_9","92","CDI",50510,"tr_4",2200
79796,"525d","C","QA","O","ct_9","78","CDI",14196,"tr_4",1806
79801,"451a","P","HZ","O","ct_9","78","CDI",19014,"tr_6",1516
79803,"388a","C","JC","O","ct_9","92","CDI",28698,"tr_6",1465
79806,"563c","C","TZ","O","ct_7","78","CDI",10778,"tr_1",914
79808,"431a","C","QB","O","ct_8","78","CDI",35411,"tr_4",2200
79810,"461d","P","MA","O","ct_9","92","CDI",12183,"tr_5",909
79811,"376e","P","KZ","O","ct_9","92","CDI",52398,"tr_6",1455
79818,"488a","C","IZ","A","ct_9","93","APP",12507,"tr_5",1379
79819,"563c","C","TZ","O","ct_7","78","CDI",13014,"tr_1",1064
79822,"372c","C","MA","O","ct_9","75","CDI",56423,"tr_6",2200
79823,"373a","P","HZ","O","ct_5","92","AUT",51810,"tr_6",2500
79830,"525d","C","QB","O","ct_8","78","CDI",1921,"tr_3",152
79832,"477b","C","FZ","O","ct_9","93","CDI",28445,"tr_6",1753
79835,"333c","C","HZ","O","ct_9","75","CDI",41134,"tr_3",1820
79837,"383b","P","CI","O","ct_9","78","CDI",46450,"tr_6",1479
79838,"543g","P","MA","O","ct_9","78","CDI",15597,"tr_4",671
79845,"543g","C","KZ","O","ct_9","92","CDI",29597,"tr_6",1827
79847,"563a","D","QB","O","ct_7","78","CDI",21858,"tr_1",3000
79848,"625c","C","CE","O","ct_9","78","CDI",26149,"tr_3",1826
79850,"461f","C","MB","O","ct_5","91","CDI",26395,"tr_6",1563
79860,"433d","C","QA","O","ct_9","78","CDI",47491,"tr_6",2164
79866,"563c","C","TZ","O","ct_7","78","CDI",2569,"tr_1",156
79869,"479b","C","MC","O","ct_9","78","CDI",18136,"tr_6",1511
79871,"373d","C","MA","O","ct_9","69","CDI",32289,"tr_3",1720
79873,"526a","C","QA","O","ct_9","78","CDI",15988,"tr_5",1787
79875,"462e","C","CL","O","ct_9","78","CDI",22401,"tr_6",1832
79881,"388c","C","CG","O","ct_9","67","CDI",63044,"tr_6",2200
79890,"342b","P","PZ","O","ct_9","92","CDI",43615,"tr_4",1455
79894,"543g","C","CJ","A","ct_9","92","APP",17784,"tr_6",1764
79898,"376e","C","KZ","O","ct_9","75","CDI",57760,"tr_5",2013
79904,"563c","C","TZ","O","ct_7","78","CDI",12729,"tr_1",1111
79908,"542a","P","MA","O","ct_9","78","CDI",25672,"tr_1",1455
79918,"563b","P","QB","O","ct_7","78","CDI",19007,"tr_1",1979
79921,"388a","C","CL","O","ct_9","78","CDI",28854,"tr_6",1071
79922,"421b","C","PZ","O","ct_2","78","AUT",24244,"tr_1",1820
79930,"545b","C","KZ","O","ct_9","78","CDI",27941,"tr_1",1820
79931,"524c","C","GZ","O","ct_9","78","CDI",19578,"tr_6",1835
79938,"534b","C","NZ","O","ct_9","93","CDI",20482,"tr_3",1774
79941,"561d","P","NZ","O","ct_9","92","TTP",5420,"tr_1",569
79942,"479b","C","NZ","O","ct_9","94","CDI",25301,"tr_4",1820
79944,"374c","C","GZ","O","ct_9","75","CDI",25894,"tr_4",1820
79946,"551a","C","GZ","O","ct_9","78","CDI",20223,"tr_2",1923
79947,"544a","C","SZ","O","ct_9","93","CDI",17330,"tr_1",1820
79948,"467b","C","KZ","O","ct_9","78","CDI",25424,"tr_6",1820
79950,"333c","C","HZ","O","ct_9","78","CDI",35983,"tr_6",1820
79952,"342g","C","MB","O","ct_5","91","CDI",40194,"tr_6",818
79959,"463d","C","NZ","O","ct_9","78","CDI",26743,"tr_2",2028
79963,"632f","C","FZ","O","ct_9","78","CDI",4193,"tr_1",445
79966,"563c","C","TZ","O","ct_7","78","CDI",15417,"tr_1",1359
79976,"525d","C","QB","O","ct_8","78","CDI",20051,"tr_3",1776
79978,"561c","C","QA","O","ct_8","91","CDI",17235,"tr_6",1794
79980,"632e","P","FZ","O","ct_9","75","CDI",1096,"tr_1",150
79982,"333c","C","HZ","O","ct_9","75","CDI",61665,"tr_6",2200
79986,"342g","P","MB","O","ct_5","91","CDI",41279,"tr_6",1149
79988,"563b","C","SZ","O","ct_9","78","CDI",15288,"tr_3",1821
79991,"383a","C","MB","O","ct_5","92","CDI",31356,"tr_6",1827
79994,"461b","C","MC","O","ct_9","92","CDI",39410,"tr_6",1766
79997,"384b","C","CL","O","ct_9","78","CDI",47803,"tr_6",1787
80000,"684a","P","NZ","O","ct_9","95","CDI",16597,"tr_5",968
80003,"434e","P","PZ","O","ct_8","78","CDI",18159,"tr_4",1370
80004,"462e","C","GZ","O","ct_9","92","CDI",30114,"tr_6",1820
80008,"526b","C","MA","O","ct_9","78","CDI",24233,"tr_3",2159
80010,"386b","C","CM","O","ct_9","78","CDI",62590,"tr_5",2200
80011,"478d","C","JC","O","ct_9","93","CDI",34520,"tr_6",1923
80014,"676c","C","CM","O","ct_9","78","CDI",4805,"tr_2",303
80024,"373d","P","NZ","O","ct_9","92","CDI",14878,"tr_3",904
80031,"461f","C","KZ","O","ct_9","75","CDI",40035,"tr_6",1906
80032,"376c","C","MC","O","ct_9","92","CDI",48303,"tr_6",1796
80034,"371a","C","MA","O","ct_9","75","CDI",51082,"tr_6",2200
80035,"373d","C","GZ","O","ct_9","92","CDI",58440,"tr_5",2200
80036,"382a","C","MA","O","ct_9","92","CDI",32534,"tr_2",1820
80037,"543h","C","CL","A","ct_9","78","APP",21161,"tr_6",1799
80041,"386d","P","DZ","O","ct_9","78","CDD",26513,"tr_6",596
80048,"387c","C","CL","O","ct_9","78","CDI",40566,"tr_6",1929
80049,"676d","C","HZ","O","ct_9","95","CDI",19105,"tr_6",1860
80050,"376b","C","KZ","O","ct_9","75","CDI",38042,"tr_6",1965
80057,"673a","C","CH","O","ct_9","78","CDI",19826,"tr_2",2028
80058,"681b","C","FZ","O","ct_6","92","CDI",1107,"tr_1",110
80059,"525d","P","QB","O","ct_8","95","CDI",14855,"tr_4",1549
80065,"372c","C","KZ","O","ct_9","78","CDI",61698,"tr_3",NA
80074,"632k","C","QA","O","ct_8","78","CDI",14881,"tr_5",1820
80076,"387a","C","MA","O","ct_9","92","CDI",55113,"tr_6",2200
80080,"467a","C","KZ","O","ct_9","78","CDI",35684,"tr_3",1820
80081,"525d","C","QB","O","ct_8","78","CDI",15945,"tr_3",1820
80088,"683a","C","MA","A","ct_9","78","APP",4239,"tr_3",986
80093,"333c","C","HZ","O","ct_9","75","CDI",39688,"tr_6",1945
80097,"388a","C","JC","O","ct_9","92","CDI",36656,"tr_6",1407
80101,"462e","C","GZ","O","ct_9","78","CDI",26014,"tr_2",1820
80103,"385b","C","CH","O","ct_9","92","CDI",55634,"tr_6",1820
80106,"641a","C","HZ","O","ct_9","95","CDI",20647,"tr_3",1140
80108,"526a","P","QB","O","ct_8","78","CDI",13661,"tr_2",1195
80111,"467b","C","KZ","O","ct_9","75","CDI",39014,"tr_6",1820
80113,"479b","C","MA","O","ct_6","78","CDI",27358,"tr_4",1707
80116,"388a","P","JC","O","ct_9","92","CDI",28761,"tr_5",1501
80120,"344d","P","GZ","O","ct_9","78","CDI",37032,"tr_1",1638
80124,"461c","P","JC","O","ct_9","92","CDI",24854,"tr_6",1456
80129,"676c","C","IZ","O","ct_9","95","CDI",28085,"tr_2",2056
80133,"545b","C","KZ","O","ct_9","95","CDI",20065,"tr_4",1742
80135,"385a","C","MB","O","ct_8","75","CDI",61499,"tr_5",2200
80136,"374b","C","HZ","O","ct_9","92","CDI",46643,"tr_3",1820
80144,"542a","C","NZ","O","ct_9","27","CDI",19025,"tr_1",1716
